Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
NKG^E,Nuveen Georgia Dividend Advantage Municipal Fund 2,10.07,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nkg^e
CTF,Nuveen Long/Short Commodity Total Return Fund,25.01,470188000,n/a,1986,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ctf
NGX,Nuveen Massachusetts AMT-Free Municipal Income Fund,14.7799,40309472.5283,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/ngx
NMB,Nuveen Massachusetts Dividend Advantage Municipal Fund,15.4645,30398552.1855,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nmb
NMB^C,Nuveen Massachusetts Dividend Advantage Municipal Fund,10.06,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nmb^c
NZW,Nuveen Michigan Dividend Advantage Municipal Fund,15.63,32089734.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nzw
NZW^C,Nuveen Michigan Dividend Advantage Municipal Fund,10.04,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nzw^c
NOM,Nuveen Missouri Premium Income Municipal Fund,17.5,40691822.5,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/nom
NMZ,Nuveen Municipal High Income Opportunity Fund,13.93,412222758.85,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/nmz
NXJ,Nuveen New Jersey Dividend Advantage Municipal Fund,16.4,107746556.8,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxj
NUJ,Nuveen New Jersey Dividend Advantage Municipal Fund 2,17.34,78471736.5,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/nuj
NJV,Nuveen New Jersey Municipal Value Fund,17.348,27106059.172,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/njv
NRK,Nuveen New York AMT-Free Municipal Income Fund,15.97,55999763.2,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nrk
NXK,Nuveen New York Dividend Advantage Municipal Fund 2,15.76,102259012.16,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxk
NKO,Nuveen New York Dividend Advantage Municipal Income Fund,15.84,125724155.04,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nko
NYV,Nuveen New York Municipal Value Fund 2,16.2499,38167163.8737,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/nyv
NXI,Nuveen Ohio Dividend Advantage Municipal Fund,17.99,76419379.19,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxi
NXI^D,Nuveen Ohio Dividend Advantage Municipal Fund,10.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nxi^d
NBJ,Nuveen Ohio Dividend Advantage Municipal Fund 2,17.45,54492511,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbj
NBJ^A,Nuveen Ohio Dividend Advantage Municipal Fund 2,10.06,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbj^a
NVJ,Nuveen Ohio Dividend Advantage Municipal Fund 3,17.7,38206777.5,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nvj
NVJ^A,Nuveen Ohio Dividend Advantage Municipal Fund 3,10.08,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nvj^a
NXM,Nuveen Pennsylvania Dividend Advantage Municipal Fund,15.7493,52318922.6112,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxm
NVY,Nuveen Pennsylvania Dividend Advantage Municipal Fund 2,16.23,60474862.68,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/nvy
NPN,Nuveen Pennsylvania Municipal Value Fund,16.3,19875437.6,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/npn
JRS,Nuveen Real Estate Fund,10.54,301606052.5,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/jrs
OBT,Orbital Corporation Limited,3.0915,9414093.591,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/obt
TIS,Orchids Paper Products Company,20.98,159090815.5,n/a,1988,Basic Industries,Paper,http://www.nasdaq.com/symbol/tis
ONP,"Orient Paper, Inc.",1.95,35996561.25,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/onp
OESX,"Orion Energy Systems, Inc.",1.48,29800722.04,n/a,2007,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/oesx
OFI,"Overhill Farms, Inc.",4.4,69622392.4,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ofi
PHF,"Pacholder High Yield Fund, Inc.",9.1,118091100.4,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/phf
PBM,Pacific Booker Minerals Inc,3.96,48654694.44,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pbm
PCG^A,Pacific Gas & Electric Co.,30,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^a
PCG^B,Pacific Gas & Electric Co.,27.57,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^b
PCG^C,Pacific Gas & Electric Co.,25.96,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^c
PCG^D,Pacific Gas & Electric Co.,25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^d
PCG^E,Pacific Gas & Electric Co.,25.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^e
PCG^G,Pacific Gas & Electric Co.,25.59,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^g
PCG^H,Pacific Gas & Electric Co.,23.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^h
PCG^I,Pacific Gas & Electric Co.,24.622,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^i
PTN,"Palatin Technologies, Inc.",0.69,26874059.28,n/a,1997,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn
PZG,Paramount Gold and Silver Corp.,2.36,348208994.24,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pzg
PCYG,"Park City Group, Inc.",3.0035,36865532.6685,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/pcyg
PRK,Park National Corporation,62.62,965099565.24,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk
PTX,"Pernix Therapeutics Holdings, Inc.",7.4,215439478.2,n/a,1993,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptx
PIP,"PharmAthene, Inc",1.05,50784283.2,n/a,1973,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pip
HNW,Pioneer Diversified High Income Trust,20.23,167124804.28,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/hnw
PLG,Platinum Group Metals Ltd.,0.92,163377778.64,n/a,1989,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plg
PCC,PMC Commercial Trust,6.75,71479489.5,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pcc
PLM,Polymet Mining Corp.,0.99,180924505.74,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plm
PW,Power REIT,7.7,12499025,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw
APTS,"Preferred Apartment Communities, Inc.",8.05,41709304,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/apts
PBTH,"PROLOR Biotech, Inc.",4.48,284054928.64,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbth
PLX,"Protalix BioTherapeutics, Inc.",5.34,499104002.46,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx
PDO,Pyramid Oil Co,4.0299,18892513.7415,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pdo
QMM,Quaterra Resources Inc,0.37,57886228.05,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/qmm
QRM,Quest Rare Minerals Ltd,1.04,64339271.36,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/qrm
RLGT,"Radiant Logistics, Inc.",1.14,37667230.2,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rlgt
REE,Rare Element Resources Ltd.,3.31,146845650.95,n/a,1992,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ree
UTG,Reaves Utility Income Fund,23.549,543989058.896,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/utg
RWC,RELM Wireless Corporation,1.64,22214590.48,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
RCG,"Renaissance Capital Growth & Income Fund III, Inc.",1.2744,5688879.5448,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcg
RTK,"Rentech, Inc.",2.74,605129306.88,n/a,1991,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rtk
RVP,"Retractable Technologies, Inc.",1.09,29727748.76,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp
RVM,Revett Minerals Inc.,3.26,112419101.62,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rvm
RNN,"Rexahn Pharmaceuticals, Inc.",0.401,38233608.056,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn
RIC,"Richmont Mines, Inc.",3.39,134115529.17,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric
RIF,RMR Real Estate Income Fund.,17.5,133901372.5,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/rif
RPI,"Roberts Realty Investors, Inc.",1.2988,13821736.0864,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpi
RBY,Rubicon Minerals Corp,3.02,868570065.64,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rby
BQY,S&P Quality Rankings Glbl Equ Mngd Tr,11.67,70405436.76,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/bqy
SGA,"Saga Communications, Inc.",42.83,182023602.47,n/a,1992,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sga
SAL,"Salisbury Bancorp, Inc.",26.5,44776811.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SSN,Samson Oil & Gas Limited,0.5309,46759968.3419,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssn
SDO^A,San Diego Gas & Electric Company,24.59,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdo^a
SDO^B,San Diego Gas & Electric Company,22.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdo^b
SDO^C,San Diego Gas & Electric Company,24.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdo^c
SDO^H,San Diego Gas & Electric Company,27.52,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdo^h
SAND          ,Sandstorm Gold Ltd,11.87,1020785232.77,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sand          
SARA,Saratoga Resources Inc,4.06,125474710.06,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sara
SEB,Seaboard Corporation,2195.03,2633447731.96,n/a,1996,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seb
IDI,SearchMedia Holdings Limited,1.04,29644434.56,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/idi
IDI/U,SearchMedia Holdings Limited,3.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idi/u
IDI/WS,SearchMedia Holdings Limited,0.0652,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idi/ws
SED,SED International Holdings Inc,1.69,8634360.41,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/sed
SVT,"Servotronics, Inc.",7.16,17028169.76,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt
SIF,"SIFCO Industries, Inc.",15.03,80223692.13,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif
SVBL,"Silver Bull Resources, Inc.",0.4699,63981657.7743,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/svbl
SVLC,"SilverCrest Mines, Inc.",2.69,284782577.01,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/svlc
WWZ^K,SiM Internal Test 10,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wwz^k
MMZ^K,SiM Internal Test 6,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mmz^k
OOZ^K,SiM Internal Test 7,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ooz^k
QQZ^K,SiM Internal Test 8,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqz^k
SS^K,SiM Internal Test 9,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ss^k
SLI,"SL Industries, Inc.",17,70142000,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sli
ZXX,SM Listed Test 3,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zxx
ZXX^F,SM Listed Test 3,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zxx^f
XPL,Solitario Exploration & Royalty Corp,1.654,56988500.532,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/xpl
SOQ,Sonde Resources Corp,0.96,59809388.16,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/soq
SCE^B,Southern California Edison Company,22.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^b
SCE^C,Southern California Edison Company,23.6,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^c
SCE^D,Southern California Edison Company,24.58,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^d
SCE^E,Southern California Edison Company,24.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^e
SSE,Southern Connecticut Bancorp Inc,1.36,3771029.76,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sse
SGB,Southwest Georgia Financial Corporation,9.05,23057924.85,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb
LOV,"Spark Networks, Inc.",6.04,125457842.64,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov
SILU,Sprott Resource Lending Corp.,1.44,216892674.72,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/silu
SSY,"SunLink Health Systems, Inc.",0.9501,8974682.604,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy
STS,"Supreme Industries, Inc.",3.39,51643646.46,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/sts
SYRG,Synergy Resources Corporation,3.73,192754628.12,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/syrg
SYN,"Synthetic Biologics, Inc",1.94,84773631.12,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn
TTTM,T3 Motion Inc,0.214,2761889.778,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tttm
TTTM/WS/W,T3 Motion Inc,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tttm/ws/w
TTTM/WS/Z,T3 Motion Inc,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tttm/ws/z
TRX,Tanzanian Royalty Exploration Corporation,4.72,475215613.28,n/a,2005,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trx
TGB,Taseko Mines Limited,2.78,529143684.9,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgb
TAS,Tasman Metals Ltd,1.17,71072798.94,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tas
TSH,Teche Holding Company,38.84,78773423.68,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tsh
TIK,Tel-Instrument Electronics Corp.,3.5,9492752.5,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tik
TGC,"Tengasco, Inc.",0.6425,39091250.3525,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tgc
TF,Thai Capital Fund Inc,11.25,40104157.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tf
TPI,"Tianyin Pharmaceutical Co., Inc.",0.63,18479658.33,n/a,1986,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpi
TLR,Timberline Resources Corporation,0.3295,18335283.851,n/a,1983,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tlr
TGD,Timmons Gold Corp,3.28,469315667.6,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgd
TOF,Tofutti Brands Inc.,1.3199,6802376.5494,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tof
TMP,Tompkins Financial Corporation,38.03,546230860.71,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tmp
TAT,Transatlantic Petroleum Ltd,0.79,291241046.87,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tat
TA,TravelCenters of America LLC,4.5,129628395,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ta
TPLM,Triangle Petroleum Corporation,5.58,247297151.88,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tplm
TRT,Trio-Tech International,1.6,5314488,n/a,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt
TCX,Tucows Inc.,1.42,62851591.28,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tcx
TWO/WS,Two Harbors Investments Corp,0.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/two/ws
HTM,U.S. Geothermal Inc.,0.4301,38582528.2348,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/htm
UAMY,United States Antimony Corporation,1.8,111216279.6,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/uamy
UVE,UNIVERSAL INSURANCE HOLDINGS INC,4.1,167571214.8,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uve
UPG,Universal Power Group Inc,1.62,8132400,n/a,2006,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/upg
UUU,"Universal Security Instruments, Inc.",4.29,9921736.11,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/uuu
UQM,UQM TECHNOLOGIES INC,0.921,33754604.871,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/uqm
URG,Ur Energy Inc,0.75,90850707,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urg
URZ,Uranerz Energy Corporation,1.37,105713411.38,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urz
UEC,Uranium Energy Corp.,2.15,183272783.25,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/uec
VTG,Vantage Drilling Company,1.71,502961867.37,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vtg
VSR,"Versar, Inc.",3.76,36825477.6,n/a,1986,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsr
VII,"Vicon Industries, Inc.",2.7,12095284.5,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vii
VHC,VirnetX Holding Corp,31.35,1602055224,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/vhc
VGZ,Vista Gold Corporation,2.99,231216284.39,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vgz
VRNG,"Vringo, Inc.",3.75,301230540,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/vrng
VRNG/WS,"Vringo, Inc.",1.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vrng/ws
WAC,Walter Investment Management Corp.,40.48,1447491490.72,n/a,1991,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wac
WVT,Warwick Valley Telephone Company,11.25,65164545,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/wvt
WSO/B,"Watsco, Inc.",72,0,n/a,n/a,Consumer Durables,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wso/b
EAD,Wells Fargo Advantage Income Opportunities Fund,10.22,722819219.22,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ead
ERC,Wells Fargo Advantage Multi-Sector Income Fund,15.95,670777250,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/erc
ERH,Wells Fargo Advantage Utilities and High Income Fund,11.13,102683421.12,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/erh
WGA,Wells-Gardner Electronics Corporation,1.8278,21324942.6,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/wga
SBI,Western Asset Intermediate Muni Fund Inc,10.94,153681148.78,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/sbi
WRN,Western Copper and Gold Corporation,0.635,59551889.405,n/a,1994,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/wrn
RVR,"White River Capital, Inc.",21.37,75752910.25,n/a,1984,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/rvr
WYY,WidePoint Corporation,0.4311,27440315.5527,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy
WMCO,"Williams Controls, Inc.",15.37,115309766.94,n/a,1989,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/wmco
WEX,"Winland Electronics, Inc.",0.64,2369043.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wex
WTT,"Wireless Telecom Group,  Inc.",1.24,29879023.88,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/wtt
WIS^,Wisconsin Power & Light Co.,101.1,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wis^
YMI,"YM BioSciences, Inc.",1.55,244197529.15,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ymi
ZBB,ZBB Energy Corporation,0.205,15901549.675,n/a,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/zbb
